tSec,dx,dy,dz,dvx,dvy,dvz
27120.0,-8.800998330116272e-08,-2.0023435354232788e-08,-1.0244548320770264e-08,2.000888343900442e-11,-6.002665031701326e-11,-8.003553375601768e-11,0.0
27180.0,-8.710776455700397e-08,-2.0023435354232788e-08,-1.0244548320770264e-08,2.000888343900442e-11,-7.003109203651547e-11,-8.003553375601768e-11,0.0
27240.0,-8.603092283010483e-08,-2.9802322387695312e-08,-1.0244548320770264e-08,2.000888343900442e-11,-7.003109203651547e-11,-8.003553375601768e-11,0.0
27300.0,-8.498318493366241e-08,-2.9802322387695312e-08,-1.955777406692505e-08,3.001332515850663e-11,-6.957634468562901e-11,-9.00399754755199e-11,0.0
27360.0,-7.986091077327728e-08,-2.9802322387695312e-08,-1.955777406692505e-08,3.001332515850663e-11,-7.003109203651547e-11,-8.708411769475788e-11,0.0
27420.0,-8.009374141693115e-08,-4.0046870708465576e-08,-3.073364496231079e-08,4.001776687800884e-11,-6.002665031701326e-11,-8.998313205665909e-11,0.0
27480.0,-7.986091077327728e-08,-4.0046870708465576e-08,-4.0046870708465576e-08,4.001776687800884e-11,-7.003109203651547e-11,-9.160316949419212e-11,0.0
27540.0,-6.984919309616089e-08,-4.98257577419281e-08,-4.0046870708465576e-08,5.002220859751105e-11,-6.002665031701326e-11,-9.401901479577646e-11,0.0
27600.0,-7.031485438346863e-08,-5.005858838558197e-08,-5.029141902923584e-08,6.002665031701326e-11,-6.002665031701326e-11,-9.606537787476555e-11,0.0
27660.0,-7.031485438346863e-08,-5.005858838558197e-08,-5.960464477539063e-08,7.003109203651547e-11,-6.002665031701326e-11,-8.981260180007666e-11,0.0
27720.0,-6.007030606269836e-08,-5.005858838558197e-08,-6.984919309616089e-08,6.002665031701326e-11,-6.002665031701326e-11,-9.981704351957887e-11,0.0
27780.0,-5.960464477539063e-08,-6.007030606269836e-08,-6.984919309616089e-08,7.003109203651547e-11,-5.002220859751105e-11,-9.981704351957887e-11,0.0
27840.0,-5.029141902923584e-08,-6.402842700481415e-08,-6.984919309616089e-08,8.003553375601768e-11,-5.002220859751105e-11,-1.000444171950221e-10,0.0
27900.0,-4.98257577419281e-08,-6.798654794692993e-08,-8.009374141693115e-08,9.00399754755199e-11,-5.002220859751105e-11,-1.000444171950221e-10,0.0
27960.0,-4.936009645462036e-08,-7.101334631443024e-08,-9.033828973770142e-08,8.003553375601768e-11,-4.001776687800884e-11,-1.1004885891452432e-10,0.0
28020.0,-4.0046870708465576e-08,-7.358994480455294e-08,-8.940696716308594e-08,9.00399754755199e-11,-4.9112713895738125e-11,-1.1004885891452432e-10,0.0
28080.0,-2.9802322387695312e-08,-7.601920515298843e-08,-9.96515154838562e-08,1.000444171950221e-10,-4.001776687800884e-11,-1.1004885891452432e-10,0.0
28140.0,-3.073364496231079e-08,-7.799826562404633e-08,-1.1082738637924194e-07,1.1004885891452432e-10,-4.001776687800884e-11,-1.2005330063402653e-10,0.0
28200.0,-2.0489096641540527e-08,-8.102506399154663e-08,-1.2014061212539673e-07,1.1004885891452432e-10,-4.001776687800884e-11,-1.2005330063402653e-10,0.0
28260.0,-2.0489096641540527e-08,-9.010545909404755e-08,-1.2014061212539673e-07,1.2005330063402653e-10,-3.001332515850663e-11,-1.2005330063402653e-10,0.0
28320.0,-1.0244548320770264e-08,-8.009374141693115e-08,-1.2945383787155151e-07,1.4006218407303095e-10,-2.000888343900442e-11,-1.1004885891452432e-10,0.0
28380.0,0.0,-9.010545909404755e-08,-1.4062970876693726e-07,1.3960743672214448e-10,-2.000888343900442e-11,-1.1004885891452432e-10,0.0
28440.0,1.0244548320770264e-08,-8.987262845039368e-08,-1.3969838619232178e-07,1.496118784416467e-10,-1.000444171950221e-11,-1.1004885891452432e-10,0.0
28500.0,1.955777406692505e-08,-7.962808012962341e-08,-1.4994293451309204e-07,1.4983925211708993e-10,0.0,-1.1004885891452432e-10,0.0
28560.0,2.9802322387695312e-08,-9.033828973770142e-08,-1.5972182154655457e-07,1.6007106751203537e-10,0.0,-1.1004885891452432e-10,0.0
28620.0,4.936009645462036e-08,-8.009374141693115e-08,-1.601874828338623e-07,1.6984813555609435e-10,1.000444171950221e-11,-1.1004885891452432e-10,0.0
28680.0,5.029141902923584e-08,-9.033828973770142e-08,-1.6996636986732483e-07,1.7791990103432909e-10,2.000888343900442e-11,-1.000444171950221e-10,0.0
28740.0,6.05359673500061e-08,-8.009374141693115e-08,-1.6996636986732483e-07,1.8405899027129635e-10,3.001332515850663e-11,-1.000444171950221e-10,0.0
28800.0,8.009374141693115e-08,-8.009374141693115e-08,-1.802109181880951e-07,1.9099388737231493e-10,4.001776687800884e-11,-1.000444171950221e-10,0.0
28860.0,9.033828973770142e-08,-8.009374141693115e-08,-1.7997808754444122e-07,1.9819879071292235e-10,5.002220859751105e-11,-9.00399754755199e-11,0.0
28920.0,1.0058283805847168e-07,-8.009374141693115e-08,-1.8998980522155762e-07,2.0401103029143997e-10,6.002665031701326e-11,-9.00399754755199e-11,0.0
28980.0,1.0989606380462646e-07,-7.962808012962341e-08,-1.8998980522155762e-07,2.099795892718248e-10,8.003553375601768e-11,-7.003109203651547e-11,0.0
29040.0,1.1920928955078125e-07,-6.984919309616089e-08,-1.989537850022316e-07,2.198703441536054e-10,8.003553375601768e-11,-6.002665031701326e-11,0.0
29100.0,1.4062970876693726e-07,-6.984919309616089e-08,-2.0302832126617432e-07,2.2009771782904863e-10,1.000444171950221e-10,-6.002665031701326e-11,0.0
29160.0,1.4994293451309204e-07,-6.05359673500061e-08,-2.0550032786559314e-07,2.2009771782904863e-10,1.1004885891452432e-10,-4.001776687800884e-11,0.0
29220.0,1.695007085800171e-07,-5.029141902923584e-08,-2.0803418010473251e-07,2.198703441536054e-10,1.2005330063402653e-10,-4.001776687800884e-11,0.0
29280.0,1.7974525690078735e-07,-4.0046870708465576e-08,-2.08965502679348e-07,2.3010215954855084e-10,1.298303686780855e-10,-2.000888343900442e-11,0.0
29340.0,1.8998980522155762e-07,-2.9802322387695312e-08,-2.100132405757904e-07,2.2964741219766438e-10,1.3983481039758772e-10,-1.000444171950221e-11,0.0
29400.0,2.0023435354232788e-07,-2.9802322387695312e-08,-2.200249582529068e-07,2.3010215954855084e-10,1.4983925211708993e-10,0.0,0.0
29460.0,2.1979212760925293e-07,-1.0244548320770264e-08,-2.100132405757904e-07,2.396518539171666e-10,1.6007106751203537e-10,2.000888343900442e-11,0.0
29520.0,2.300366759300232e-07,-9.313225746154785e-09,-2.100132405757904e-07,2.2964741219766438e-10,1.6905232769204304e-10,3.001332515850663e-11,0.0
29580.0,2.4959444999694824e-07,0.0,-2.100132405757904e-07,2.3010215954855084e-10,1.780335878720507e-10,5.002220859751105e-11,0.0
29640.0,2.598389983177185e-07,1.955777406692505e-08,-2.100132405757904e-07,2.3010215954855084e-10,1.8701484805205837e-10,6.002665031701326e-11,0.0
29700.0,2.691522240638733e-07,2.9802322387695312e-08,-2.0023435354232788e-07,2.2009771782904863e-10,1.9590018496273842e-10,8.003553375601768e-11,0.0
29760.0,2.7939677238464355e-07,2.9802322387695312e-08,-2.0023435354232788e-07,2.1009327610954642e-10,2.0401103029143997e-10,1.000444171950221e-10,0.0
29820.0,2.9010698199272156e-07,5.029141902923584e-08,-1.802109181880951e-07,2.1009327610954642e-10,2.1100277081131935e-10,1.2005330063402653e-10,0.0
29880.0,2.998858690261841e-07,6.05359673500061e-08,-1.8067657947540283e-07,1.90084392670542e-10,2.1600499167107046e-10,1.3005774235352874e-10,0.0
29940.0,3.1990930438041687e-07,6.984919309616089e-08,-1.695007085800171e-07,1.90084392670542e-10,2.198703441536054e-10,1.4915713109076023e-10,0.0
30000.0,3.296881914138794e-07,9.033828973770142e-08,-1.601874828338623e-07,1.7007550923153758e-10,2.2009771782904863e-10,1.6007106751203537e-10,0.0
30060.0,3.3993273973464966e-07,9.96515154838562e-08,-1.4994293451309204e-07,1.6007106751203537e-10,2.298747858731076e-10,1.800799509510398e-10,0.0
30120.0,3.497116267681122e-07,1.0989606380462646e-07,-1.3969838619232178e-07,1.5006662579253316e-10,2.298747858731076e-10,2.000888343900442e-10,0.0
30180.0,3.5995617508888245e-07,1.30385160446167e-07,-1.2014061212539673e-07,1.4006218407303095e-10,2.4010660126805305e-10,2.2009771782904863e-10,0.0
30240.0,3.6996789276599884e-07,1.3969838619232178e-07,-1.1082738637924194e-07,1.191438059322536e-10,2.4010660126805305e-10,2.3010215954855084e-10,0.0
30300.0,3.6996789276599884e-07,1.601874828338623e-07,-9.96515154838562e-08,1.000444171950221e-10,2.396518539171666e-10,2.5011104298755527e-10,0.0
30360.0,3.7997961044311523e-07,1.7974525690078735e-07,-8.940696716308594e-08,8.003553375601768e-11,2.4010660126805305e-10,2.601154847070575e-10,0.0
30420.0,3.819586709141731e-07,1.8998980522155762e-07,-6.05359673500061e-08,7.003109203651547e-11,2.3010215954855084e-10,2.801243681460619e-10,0.0
30480.0,3.8603320717811584e-07,1.9976869225502014e-07,-5.029141902923584e-08,5.002220859751105e-11,2.2964741219766438e-10,2.901288098655641e-10,0.0
30540.0,3.881204975186847e-07,2.100132405757904e-07,-3.073364496231079e-08,3.001332515850663e-11,2.2009771782904863e-10,2.999058779096231e-10,0.0
30600.0,3.890017978847027e-07,2.1979212760925293e-07,-1.0244548320770264e-08,1.000444171950221e-11,2.1009327610954642e-10,3.099103196291253e-10,0.0
30660.0,3.889435902237892e-07,2.398155629634857e-07,1.0244548320770264e-08,-1.000444171950221e-11,2.1009327610954642e-10,3.3014657674357295e-10,0.0
30720.0,3.8999132812023163e-07,2.50060111284256e-07,2.0489096641540527e-08,-3.001332515850663e-11,1.9963408703915775e-10,3.340119292261079e-10,0.0
30780.0,3.8999132812023163e-07,2.6030465960502625e-07,4.0046870708465576e-08,-6.002665031701326e-11,1.90084392670542e-10,3.410036697459873e-10,0.0
30840.0,3.802124410867691e-07,2.7008354663848877e-07,6.984919309616089e-08,-8.003553375601768e-11,1.800799509510398e-10,3.4719960240181535e-10,0.0
30900.0,3.7997961044311523e-07,2.8032809495925903e-07,9.033828973770142e-08,-1.000444171950221e-10,1.6007106751203537e-10,3.5197444958612323e-10,0.0
30960.0,3.702007234096527e-07,2.9010698199272156e-07,1.0989606380462646e-07,-1.2005330063402653e-10,1.5006662579253316e-10,3.5493030736688524e-10,0.0
31020.0,3.702007234096527e-07,3.0011869966983795e-07,1.2945383787155151e-07,-1.4006218407303095e-10,1.4006218407303095e-10,3.5015546018257737e-10,0.0
31080.0,3.5995617508888245e-07,3.098975867033005e-07,1.601874828338623e-07,-1.7007550923153758e-10,1.2005330063402653e-10,3.4992808650713414e-10,0.0
31140.0,3.3993273973464966e-07,3.1990930438041687e-07,1.7974525690078735e-07,-1.800799509510398e-10,1.1004885891452432e-10,3.5015546018257737e-10,0.0
31200.0,3.3993273973464966e-07,3.220047801733017e-07,1.8998980522155762e-07,-2.091837814077735e-10,9.00399754755199e-11,3.601599019020796e-10,0.0
31260.0,3.1013041734695435e-07,3.270106390118599e-07,2.1979212760925293e-07,-2.3010215954855084e-10,7.003109203651547e-11,3.5015546018257737e-10,0.0
31320.0,3.1013041734695435e-07,3.3102696761488914e-07,2.39349901676178e-07,-2.4010660126805305e-10,6.002665031701326e-11,3.4015101846307516e-10,0.0
31380.0,2.905726432800293e-07,3.3379183150827885e-07,2.598389983177185e-07,-2.701199264265597e-10,4.001776687800884e-11,3.3014657674357295e-10,0.0
31440.0,2.7008354663848877e-07,3.3501419238746166e-07,2.7939677238464355e-07,-2.901288098655641e-10,2.000888343900442e-11,3.196873876731843e-10,0.0
31500.0,2.505257725715637e-07,3.369641490280628e-07,2.998858690261841e-07,-3.1013769330456853e-10,1.000444171950221e-11,3.0968294595368207e-10,0.0
31560.0,2.300366759300232e-07,3.370223566889763e-07,3.1944364309310913e-07,-3.196873876731843e-10,-2.000888343900442e-11,3.001332515850663e-10,0.0
31620.0,2.1979212760925293e-07,3.3015385270118713e-07,3.3993273973464966e-07,-3.3014657674357295e-10,-3.001332515850663e-11,2.901288098655641e-10,0.0
31680.0,2.0023435354232788e-07,3.2992102205753326e-07,3.501772880554199e-07,-3.497007128316909e-10,-4.001776687800884e-11,2.701199264265597e-10,0.0
31740.0,1.7043203115463257e-07,3.3015385270118713e-07,3.6973506212234497e-07,-3.601599019020796e-10,-6.912159733474255e-11,2.601154847070575e-10,0.0
31800.0,1.601874828338623e-07,3.2992102205753326e-07,3.7997961044311523e-07,-3.80168785341084e-10,-8.003553375601768e-11,2.4010660126805305e-10,0.0
31860.0,1.30385160446167e-07,3.203749656677246e-07,4.00003045797348e-07,-3.89945853385143e-10,-1.000444171950221e-10,2.2009771782904863e-10,0.0
31920.0,1.0989606380462646e-07,3.1013041734695435e-07,4.102475941181183e-07,-3.999502951046452e-10,-1.0913936421275139e-10,2.000888343900442e-10,0.0
31980.0,8.940696716308594e-08,2.998858690261841e-07,4.200264811515808e-07,-3.999502951046452e-10,-1.3005774235352874e-10,1.800799509510398e-10,0.0
32040.0,5.960464477539063e-08,2.998858690261841e-07,4.302710294723511e-07,-4.001776687800884e-10,-1.5006662579253316e-10,1.6007106751203537e-10,0.0
32100.0,2.9802322387695312e-08,2.9010698199272156e-07,4.400499165058136e-07,-4.069988790433854e-10,-1.7007550923153758e-10,1.3915268937125802e-10,0.0
32160.0,9.313225746154785e-09,2.798624336719513e-07,4.5029446482658386e-07,-4.090452421223745e-10,-1.800799509510398e-10,1.1004885891452432e-10,0.0
32220.0,-2.0489096641540527e-08,2.7008354663848877e-07,4.498288035392761e-07,-4.0970604686663137e-10,-1.9963408703915775e-10,9.00399754755199e-11,0.0
32280.0,-4.0046870708465576e-08,2.6030465960502625e-07,4.600733518600464e-07,-4.0898839870351367e-10,-2.1009327610954642e-10,7.003109203651547e-11,0.0
32340.0,-6.984919309616089e-08,2.4028122425079346e-07,4.600733518600464e-07,-4.069988790433854e-10,-2.3010215954855084e-10,5.002220859751105e-11,0.0
32400.0,-9.033828973770142e-08,2.300366759300232e-07,4.620524123311043e-07,-4.030198397231288e-10,-2.4010660126805305e-10,2.000888343900442e-11,0.0
32460.0,-1.0989606380462646e-07,2.0954757928848267e-07,4.6298373490571976e-07,-3.999502951046452e-10,-2.5011104298755527e-10,0.0,0.0
32520.0,-1.3969838619232178e-07,2.0023435354232788e-07,4.620087565854192e-07,-3.901732270605862e-10,-2.601154847070575e-10,-2.000888343900442e-11,0.0
32580.0,-1.601874828338623e-07,1.7974525690078735e-07,4.5995693653821945e-07,-3.7994141166564077e-10,-2.701199264265597e-10,-5.002220859751105e-11,0.0
32640.0,-1.7974525690078735e-07,1.601874828338623e-07,4.5599881559610367e-07,-3.80168785341084e-10,-2.7989699447061867e-10,-7.003109203651547e-11,0.0
32700.0,-2.1047890186309814e-07,1.4994293451309204e-07,4.5006163418293e-07,-3.601599019020796e-10,-2.901288098655641e-10,-1.000444171950221e-10,0.0
32760.0,-2.300366759300232e-07,1.2945383787155151e-07,4.400499165058136e-07,-3.601599019020796e-10,-2.899014361901209e-10,-1.2005330063402653e-10,0.0
32820.0,-2.505257725715637e-07,1.2014061212539673e-07,4.300381988286972e-07,-3.4015101846307516e-10,-3.001332515850663e-10,-1.4006218407303095e-10,0.0
32880.0,-2.7008354663848877e-07,8.940696716308594e-08,4.2980536818504333e-07,-3.296918293926865e-10,-3.0399860406760126e-10,-1.6007106751203537e-10,0.0
32940.0,-2.905726432800293e-07,8.009374141693115e-08,4.102475941181183e-07,-3.1013769330456853e-10,-3.079776433878578e-10,-1.90084392670542e-10,0.0
33000.0,-3.1013041734695435e-07,5.960464477539063e-08,4.00003045797348e-07,-2.9967850423417985e-10,-3.1099034458748065e-10,-2.1009327610954642e-10,0.0
33060.0,-3.1944364309310913e-07,4.0046870708465576e-08,3.902241587638855e-07,-2.801243681460619e-10,-3.1398883493238827e-10,-2.3010215954855084e-10,0.0
33120.0,-3.4086406230926514e-07,2.0489096641540527e-08,3.7997961044311523e-07,-2.601154847070575e-10,-3.1602098715666216e-10,-2.601154847070575e-10,0.0
33180.0,-3.501772880554199e-07,0.0,3.6973506212234497e-07,-2.4010660126805305e-10,-3.1599256544723175e-10,-2.701199264265597e-10,0.0
33240.0,-3.6973506212234497e-07,-2.0489096641540527e-08,3.3993273973464966e-07,-2.3010215954855084e-10,-3.15026227326598e-10,-2.901288098655641e-10,0.0
33300.0,-3.7997961044311523e-07,-3.91155481338501e-08,3.296881914138794e-07,-2.000888343900442e-10,-3.1400304578710347e-10,-3.1013769330456853e-10,0.0
33360.0,-3.902241587638855e-07,-5.029141902923584e-08,3.0919909477233887e-07,-1.800799509510398e-10,-3.1013769330456853e-10,-3.3014657674357295e-10,0.0
33420.0,-4.00003045797348e-07,-6.984919309616089e-08,2.905726432800293e-07,-1.6007106751203537e-10,-3.099103196291253e-10,-3.4015101846307516e-10,0.0
33480.0,-4.200264811515808e-07,-8.940696716308594e-08,2.7008354663848877e-07,-1.5006662579253316e-10,-3.001332515850663e-10,-3.601599019020796e-10,0.0
33540.0,-4.200264811515808e-07,-1.0989606380462646e-07,2.505257725715637e-07,-1.291482476517558e-10,-2.999058779096231e-10,-3.6970959627069533e-10,0.0
33600.0,-4.300381988286972e-07,-1.30385160446167e-07,2.300366759300232e-07,-1.000444171950221e-10,-2.8967406251467764e-10,-3.901732270605862e-10,0.0
33660.0,-4.300381988286972e-07,-1.4994293451309204e-07,2.0023435354232788e-07,-9.00399754755199e-11,-2.901288098655641e-10,-4.001776687800884e-10,0.0
33720.0,-4.400499165058136e-07,-1.601874828338623e-07,1.7974525690078735e-07,-6.002665031701326e-11,-2.801243681460619e-10,-4.0972736314870417e-10,0.0
33780.0,-4.359753802418709e-07,-1.7974525690078735e-07,1.4994293451309204e-07,-4.001776687800884e-11,-2.701199264265597e-10,-4.0972736314870417e-10,0.0
33840.0,-4.3801264837384224e-07,-2.0023435354232788e-07,1.2945383787155151e-07,-2.000888343900442e-11,-2.601154847070575e-10,-4.2018655221909285e-10,0.0
33900.0,-4.3760519474744797e-07,-2.100132405757904e-07,1.0989606380462646e-07,2.000888343900442e-11,-2.5011104298755527e-10,-4.299636202631518e-10,0.0
33960.0,-4.359753802418709e-07,-2.2025778889656067e-07,8.009374141693115e-08,3.001332515850663e-11,-2.5011104298755527e-10,-4.3996806198265404e-10,0.0
34020.0,-4.330649971961975e-07,-2.2957101464271545e-07,5.029141902923584e-08,5.002220859751105e-11,-2.3010215954855084e-10,-4.4997250370215625e-10,0.0
34080.0,-4.300381988286972e-07,-2.50060111284256e-07,2.0489096641540527e-08,8.003553375601768e-11,-2.2009771782904863e-10,-4.5292836148291826e-10,0.0
34140.0,-4.200264811515808e-07,-2.6961788535118103e-07,0.0,9.913492249324918e-11,-2.1009327610954642e-10,-4.559979061014019e-10,0.0
34200.0,-4.200264811515808e-07,-2.7008354663848877e-07,-2.9802322387695312e-08,1.2005330063402653e-10,-1.90084392670542e-10,-4.589963964463095e-10,0.0
34260.0,-4.100147634744644e-07,-2.9010698199272156e-07,-4.936009645462036e-08,1.4006218407303095e-10,-1.800799509510398e-10,-4.6003378884051926e-10,0.0
34320.0,-4.00003045797348e-07,-3.0011869966983795e-07,-8.009374141693115e-08,1.7007550923153758e-10,-1.7007550923153758e-10,-4.61000126961153e-10,0.0
34380.0,-3.8975849747657776e-07,-3.098975867033005e-07,-1.0989606380462646e-07,1.90084392670542e-10,-1.6007106751203537e-10,-4.61000126961153e-10,0.0
34440.0,-3.7997961044311523e-07,-3.1990930438041687e-07,-1.2945383787155151e-07,2.1009327610954642e-10,-1.4006218407303095e-10,-4.5997694542165846e-10,0.0
34500.0,-3.5995617508888245e-07,-3.2992102205753326e-07,-1.601874828338623e-07,2.4010660126805305e-10,-1.2005330063402653e-10,-4.5997694542165846e-10,0.0
34560.0,-3.501772880554199e-07,-3.33995558321476e-07,-1.8998980522155762e-07,2.601154847070575e-10,-9.913492249324918e-11,-4.49745130026713e-10,0.0
34620.0,-3.296881914138794e-07,-3.390014171600342e-07,-2.1979212760925293e-07,2.801243681460619e-10,-9.00399754755199e-11,-4.501998773775995e-10,0.0
34680.0,-3.1013041734695435e-07,-3.449968062341213e-07,-2.505257725715637e-07,2.901288098655641e-10,-7.003109203651547e-11,-4.397406883072108e-10,0.0
34740.0,-3.0081719160079956e-07,-3.479945007711649e-07,-2.7008354663848877e-07,3.2014213502407074e-10,-5.002220859751105e-11,-4.4019543565809727e-10,0.0
34800.0,-2.8032809495925903e-07,-3.5201082937419415e-07,-2.998858690261841e-07,3.292370820418e-10,-3.001332515850663e-11,-4.297362465877086e-10,0.0
34860.0,-2.60770320892334e-07,-3.5297125577926636e-07,-3.296881914138794e-07,3.5015546018257737e-10,-2.000888343900442e-11,-4.197318048682064e-10,0.0
34920.0,-2.4028122425079346e-07,-3.5297125577926636e-07,-3.3993273973464966e-07,3.6970959627069533e-10,0.0,-4.001776687800884e-10,0.0
34980.0,-2.1047890186309814e-07,-3.4994445741176605e-07,-3.6973506212234497e-07,3.901732270605862e-10,3.001332515850663e-11,-3.901732270605862e-10,0.0
35040.0,-1.8998980522155762e-07,-3.4994445741176605e-07,-3.902241587638855e-07,4.1018211049959064e-10,4.001776687800884e-11,-3.701643436215818e-10,0.0
35100.0,-1.695007085800171e-07,-3.501772880554199e-07,-4.200264811515808e-07,4.297362465877086e-10,6.002665031701326e-11,-3.701643436215818e-10,0.0
35160.0,-1.4994293451309204e-07,-3.3993273973464966e-07,-4.302710294723511e-07,4.4019543565809727e-10,9.00399754755199e-11,-3.5015546018257737e-10,0.0
35220.0,-1.0989606380462646e-07,-3.3993273973464966e-07,-4.507601261138916e-07,4.597495717462152e-10,1.0913936421275139e-10,-3.3014657674357295e-10,0.0
35280.0,-9.033828973770142e-08,-3.296881914138794e-07,-4.698522388935089e-07,4.699813871411607e-10,1.3005774235352874e-10,-3.1013769330456853e-10,0.0
35340.0,-6.05359673500061e-08,-3.1990930438041687e-07,-4.903413355350494e-07,4.799858288606629e-10,1.4006218407303095e-10,-2.901288098655641e-10,0.0
35400.0,-2.9802322387695312e-08,-3.1013041734695435e-07,-5.00120222568512e-07,4.999947122996673e-10,1.7007550923153758e-10,-2.601154847070575e-10,0.0
35460.0,0.0,-2.998858690261841e-07,-5.299225449562073e-07,5.039737516199239e-10,1.800799509510398e-10,-2.5011104298755527e-10,0.0
35520.0,2.9802322387695312e-08,-2.9010698199272156e-07,-5.401670932769775e-07,5.119886736792978e-10,1.9963408703915775e-10,-2.2009771782904863e-10,0.0
35580.0,5.960464477539063e-08,-2.798624336719513e-07,-5.499459803104401e-07,5.199893848839565e-10,2.1964297047816217e-10,-2.000888343900442e-10,0.0
35640.0,9.033828973770142e-08,-2.6030465960502625e-07,-5.599576979875565e-07,5.250058165984228e-10,2.4010660126805305e-10,-1.800799509510398e-10,0.0
35700.0,1.2014061212539673e-07,-2.50060111284256e-07,-5.699694156646729e-07,5.289848559186794e-10,2.601154847070575e-10,-1.4915713109076023e-10,0.0
35760.0,1.4994293451309204e-07,-2.300366759300232e-07,-5.759065970778465e-07,5.32054400537163e-10,2.801243681460619e-10,-1.1004885891452432e-10,0.0
35820.0,1.7974525690078735e-07,-2.1979212760925293e-07,-5.810288712382317e-07,5.300080374581739e-10,3.001332515850663e-10,-8.003553375601768e-11,0.0
35880.0,2.0954757928848267e-07,-1.993030309677124e-07,-5.850160960108042e-07,5.300080374581739e-10,3.0968294595368207e-10,-5.002220859751105e-11,0.0
35940.0,2.4959444999694824e-07,-1.7974525690078735e-07,-5.880137905478477e-07,5.300080374581739e-10,3.4015101846307516e-10,-2.9103830456733704e-11,0.0
36000.0,2.8032809495925903e-07,-1.4994293451309204e-07,-5.890615284442902e-07,5.297806637827307e-10,3.5015546018257737e-10,1.000444171950221e-11,0.0
36060.0,3.1013041734695435e-07,-1.3969838619232178e-07,-5.899928510189056e-07,5.197762220632285e-10,3.601599019020796e-10,5.002220859751105e-11,0.0
36120.0,3.3993273973464966e-07,-1.2014061212539673e-07,-5.799811333417892e-07,5.102265276946127e-10,3.80168785341084e-10,7.003109203651547e-11,0.0
36180.0,3.6973506212234497e-07,-1.0058283805847168e-07,-5.799811333417892e-07,5.002220859751105e-10,3.89945853385143e-10,1.1004885891452432e-10,0.0
36240.0,3.995373845100403e-07,-5.960464477539063e-08,-5.699694156646729e-07,4.902176442556083e-10,4.030198397231288e-10,1.4006218407303095e-10,0.0
36300.0,4.302710294723511e-07,-4.0046870708465576e-08,-5.601905286312103e-07,4.702087608166039e-10,4.1393377614440396e-10,1.7917045624926686e-10,0.0
36360.0,4.600733518600464e-07,-1.0244548320770264e-08,-5.504116415977478e-07,4.602043190971017e-10,4.2297187974327244e-10,2.1009327610954642e-10,0.0
36420.0,4.898756742477417e-07,2.0489096641540527e-08,-5.299225449562073e-07,4.3928594095632434e-10,4.3101522351207677e-10,2.5011104298755527e-10,0.0
36480.0,5.103647708892822e-07,4.0046870708465576e-08,-5.201436579227448e-07,4.3019099393859506e-10,4.369979933471768e-10,2.801243681460619e-10,0.0
36540.0,5.397014319896698e-07,5.960464477539063e-08,-5.00120222568512e-07,4.1018211049959064e-10,4.4303760660113767e-10,3.1013769330456853e-10,0.0
36600.0,5.601905286312103e-07,8.940696716308594e-08,-4.805624485015869e-07,3.701643436215818e-10,4.4701664592139423e-10,3.3924152376130223e-10,0.0
36660.0,5.899928510189056e-07,1.2014061212539673e-07,-4.600733518600464e-07,3.4924596548080444e-10,4.4997250370215625e-10,3.701643436215818e-10,0.0
36720.0,5.997717380523682e-07,1.3969838619232178e-07,-4.3958425521850586e-07,3.3014657674357295e-10,4.4997250370215625e-10,4.1018211049959064e-10,0.0
36780.0,6.300397217273712e-07,1.695007085800171e-07,-4.200264811515808e-07,3.001332515850663e-10,4.4997250370215625e-10,4.3019099393859506e-10,0.0
36840.0,6.398186087608337e-07,2.0023435354232788e-07,-3.902241587638855e-07,2.6921043172478676e-10,4.4997250370215625e-10,4.69299266114831e-10,0.0
36900.0,6.603077054023743e-07,2.207234501838684e-07,-3.604218363761902e-07,2.3010215954855084e-10,4.3996806198265404e-10,4.902176442556083e-10,0.0
36960.0,6.700865924358368e-07,2.4959444999694824e-07,-3.296881914138794e-07,2.000888343900442e-10,4.397406883072108e-10,5.102265276946127e-10,0.0
37020.0,6.798654794692993e-07,2.7939677238464355e-07,-2.998858690261841e-07,1.800799509510398e-10,4.297362465877086e-10,5.402398528531194e-10,0.0
37080.0,6.998889148235321e-07,2.998858690261841e-07,-2.7008354663848877e-07,1.4006218407303095e-10,4.197318048682064e-10,5.597939889412373e-10,0.0
37140.0,6.989575922489166e-07,3.3015385270118713e-07,-2.300366759300232e-07,1.000444171950221e-10,4.0972736314870417e-10,5.798028723802418e-10,0.0
37200.0,7.040216587483883e-07,3.497116267681122e-07,-1.8998980522155762e-07,7.003109203651547e-11,3.9972292142920196e-10,6.098161975387484e-10,0.0
37260.0,7.060007192194462e-07,3.7997961044311523e-07,-1.601874828338623e-07,3.001332515850663e-11,3.80168785341084e-10,6.100435712141916e-10,0.0
37320.0,7.080088835209608e-07,3.8975849747657776e-07,-1.2014061212539673e-07,0.0,3.6970959627069533e-10,6.30052454653196e-10,0.0
37380.0,7.060589268803596e-07,4.200264811515808e-07,-8.009374141693115e-08,-4.001776687800884e-11,3.497007128316909e-10,6.500613380922005e-10,0.0
37440.0,7.019843906164169e-07,4.400499165058136e-07,-5.029141902923584e-08,-8.003553375601768e-11,3.3014657674357295e-10,6.589289114344865e-10,0.0
37500.0,6.898771971464157e-07,4.600733518600464e-07,-1.0244548320770264e-08,-1.2005330063402653e-10,3.1013769330456853e-10,6.680238584522158e-10,0.0
